"회사명","보험명","조항","내용"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (준용규정)","이 특별약관에 정하지 아니한 사항은 보통약관에 따릅니다.
 Ⅷ-22. 자율주행차 위험담보 특별약관 
 제1조(가입대상) 이 특별약관은 피보험자동차가 법인소유 자율주행자동차인 경
우 가입할 수 있습니다.
〈용어정의〉
이 특별약관에서 ‘자율주행자동차’라 함은 자동차손해배상 보장법 제2조
및 자동차관리법 제2조에서 규정하는 운전자 또는 승객의 조작 없이 자동
차 스스로 운행이 가능한 자동차를 말합니다.
 제2조(보상하는 손해) 보험회사(이하 ‘회사’라 함)는 피보험자가 피보험자동차를
소유·사용·관리하는 동안에 생긴다음 중 어느 하나의 사고로 다른 사람을 죽거
나 다치게 한 경우(이하 ‘대인사고’라 함) 또는 다른 사람의 재물을 없애거나 훼
손한 경우(이하 ‘대물사고’라 함) 그로 인한 손해를 보통약관 제1장 「배상책임」
에서 정하는 바에 따라 보상하여 드립니다.
① 자율주행모드로 운행 중 자율주행시스템 또는 자율주행협력시스템의 결함
등으로 인하여 피보험자동차 본래 기능과는 다르게 동작되어 발생한 사고
② 자율주행시스템 또는 자율주행협력시스템에 원격으로 접근·침입하는 행위로
인해 발생한 사고
③ 자율주행모드로 운행 중 사고로 법원의 확정판결, 사고조사 등에 따라 피보
험자의 법률상 손해배상책임이 없다는 것이 인정된 사고
〈용어정의〉
1. 이 특별약관에서 ‘자율주행모드’라 함은 운전자 또는 승객의 조작 없이
자율주행 자동차 스스로 운행 중인 상태를 말하며, 자율주행모드에서
는 운전석에 탑승중인 사람을 운전자 및 운전 중인 것으로 봅니다.
2. 이 특별약관에서 ‘자율주행시스템’이라 함은 주변상황과 도로 정보 등
을 스스로 인지하고 판단하여 자동차를 운행할 수 있게 하는 장비, 소
프트웨어 등 이와 관련한 일체의 장치를 말합니다.
3. 이 특별약관에서 ‘자율주행협력시스템’이라 함은 도로교통법 제2조에
서 규정하는 신호기, 안전표지 및 국가통합교통체계효율화법 제2조에
서 규정하는 지능형교통체계 등을 말합니다.
 제3조(피보험자) 이 특별약관에서 피보험자라 함은 보통약관 제7조의 피보험자
와 같습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (보상하지 않는 손해)","① 보험증권에 기재된 운전가능 범위 또는 운전가능 연령 범위 이외의 자가 운
전 중 생긴 사고로 인한 손해
② 피보험자 이외 다른 사람의 고의 또는 일방과실 사고인 경우. 단, 제2조 ‘보
상하는 손해’의 ②에 해당하는 고의 사고는 보상합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (보험계약자 또는 피보험자의 의무사항)","① 회사는 「자동차손해배상보장법」 제39조의17(이해관계자의 의무 등) 제2항에
따라 사고조사위원회에 사고 사실을 지체 없이 통보해야하며, 보험계약자,
피보험자 또는 이들의 대리인은 이를 위한 회사의 조사 또는 요구에 협력
해야 합니다.
② 회사는 「자동차손해배상보장법」 제39조의17(이해관계자의 의무 등) 제4항에
따라 사고조사위원회가 확보한 자율주행정보 기록장치에 기록된 내용 및
분석 ․ 조사결과의 열람 및 제공을 요구할 수 있으며, 보험계약자, 피보험자
또는 이들의 대리인은 이를 위한 회사의 요청에 협력해야 합니다.
 제6조(준용규정)① 이 특별약관에서 정하지 않은 사항은 보통약관을 따릅니다.
 ① 자율주행차 유상운송 위험담보 추가특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (보상하는 손해)","① 회사는 피보험자동차가 일반승용, 다인승승용 또는 승합자동차로서 유상으
로 운송용에 제공하는 경우에는 이 추가특별약관에 따라 보상합니다.
② 보통약관 제8조(보상하지 않는 손해) 제1항 제6호, 제14조(보상하지 않는 손
해) 제7호, 제19조(보상하지 않는 손해) 제7호, 제23조(보상하지 않는 손해)
제5호에도 불구하고 영리를 목적으로 요금이나 대가를 받고 피보험자동차
를 사용 또는 대여한 때에 생긴 사고로 인한 손해에 대하여도 보상합니다.
 제2조(준용규정) 이 추가특별약관에서 정하지 않은 사항은 특별약관 규정에 따
릅니다.
 Ⅷ-23. 전기차 사고시 배터리 신가보상 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","이 특별약관은 피보험자동차가 최초 차량등록일로부터 10년 이내의 승용 전기
자동차, 화물 전기자동차로서 보통약관 ‘자기차량손해’가 체결되는 경우에 한하
여 가입할 수 있습니다.
〈용어정의〉
이 특별약관에서 전기자동차라 함은 전기에너지를 동력원으로 사용하는
자동차로서 「환경친화적자동차의 개발 및 보급촉진에 관한 법률」 제2조
제3호에 따른 전기자동차를 말합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (보상 내용)","① 보험회사(이하 ‘회사’라 합니다)는 피보험자가 보통약관 제21조(보상하는 손
해) 또는 자기차량손해 포괄 특별약관 제2조(보상하는 손해)에서 규정한 사
고로 피보험자동차의 구동 배터리가 파손되어 부득이 구동배터리 전부를
새배터리로 교체하는 경우에는 다음의 기준에 따라 지급하여 드립니다. 다
만, 새 배터리를 포함한 수리비용이 보험가액보다 많은 경우에는 보험가액
을 한도로 보상합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (대위)","회사는 보통약관 제34조(보험회사의 대위)에도 불구하고, 피보험자동차가 대기환
경보전법 제58조 제3항 및 제5항의 적용대상에 해당할 경우, 피보험자동차의 전
부손해 사고로 인한 잔존물 취득시 구동 배터리는 취득하지 않을 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (준용규정)","이 특별약관에서 정하지 않은 사항은 보통약관을 따릅니다.
 Ⅷ-24. 전기차 충전중 자기신체사고 보상 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","이 특별약관은 피보험자동차가 전기자동차(승용자동차, 화물자동차)로서 보통약
관의 ‘자기신체사고’ 또는 자기신체사고 대체특약(자동차상해특약)이 체결되는
경우에 한해 가입할 수 있습니다.
〈용어정의〉
이 특별약관에서 ‘전기자동차’라 함은 전기에너지를 동력원으로 사용하는
자동차로서 「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」 제2
조 제3호에 따른 전기자동차를 말합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (보상 내용)","① 보험회사(이하 ‘회사’라 합니다)는 피보험자가 정격의 전기자동차 충전설비
를 이용해 피보험자동차를 충전하던 중 발생한 다음 중 어느 하나의 사고
로 인하여 피보험자가 죽거나 다친 때 [71)] 그로 인한 손해를 피보험자가 가
입한 보통약관 ‘자기신체사고’ 또는 자기신체사고 대체특약(자동차상해 또는
수요일·주말 보상 확대 특약)에 따라 보상해 드립니다.
1. 피보험자동차의 화재 또는 폭발사고로 피보험자가 죽거나 다친 때
2. 피보험자가 감전 사고로 죽거나 다친 때
② 회사는 위 ①의 사고로 피보험자가 가입한 보통약관 ‘자기신체사고’ 또는
자기신체사고 대체특약(자동차상해 또는 수요일·주말 보상 확대 특약)에서
보상이 가능한 경우에는 이 특별약관에서 보험금을 지급하지 않습니다.
〈용어정의〉
이 특별약관에서 전기자동차 충전설비라 함은 해당 전기자동차 정격의 휴
대용 충전기 또는 가정용 충전기기 및 장치, 거주지 혹은 공공장소 등에
설치된 전기자동차 전용 완속충전기 및 급속충전기를 말합니다.
〈용어정의〉
이 특별약관에서 피보험자동차를 충전하던 중 이라 함은 피보험자동차의
충전을 위해 충전설비를 조작한 시점부터 충전 완료 후 충전설비 조작을
종료한 시점까지를 말합니다. 이와 관련하여 피보험자동차와 충전설비의
접촉 여부는 무관합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (피보험자)","이 특별약관에서 피보험자라 함은 보통약관 ‘제13조(피보험자)’에 해당하는 자
를 말합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (대위 규정)","회사는 피보험자에게 이 특약에 의해 보험금을 지급한 경우에는, 그 보험금의
한도 내에서 제3자에 대한 피보험자의 권리를 취득합니다. 다만, 회사가 보상한
금액이 피보험자의 손해의 일부를 보상한 경우에는 피보험자의 권리를 침해하
지 않는 범위 내에서 그 권리를 취득합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (준용규정)","이 특별약관에서 정하지 않은 사항은 보통약관에 따릅니다.
 Ⅷ-25. 티맵 안전운전 할인 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","➀ 이 특별약관은 다음 각 호의 조건을 모두 충족하는 경우에 한하여 가입할
수 있습니다.
1. 기명피보험자가 개인이면서, 피보험자동차가 경·3종승합자동차 및 초소형·
경·4종화물자동차인 경우. 단, 피보험자동차가 경승합자동차, 초소형·경·4종
화물자동차인 경우에는 기명피보험자 한정운전 특별약관 또는 부부운전
자 한정운전 특별약관에 가입한 경우에 한함.
2. 기명피보험자 본인 명의의 이동통신단말장치(이하 ‘단말기’라 합니다)에 보
험회사(이하 ‘회사’라 합니다)가 인정하는 안전운전프로그램을 설치하여 사
용하는 경우
3. 이 특별약관의 보험기간이 90일 이상인 경우
➁ 회사는 다음 각 호 중 하나에 해당하는 경우에는 이 특별약관의 가입을 제
한할 수 있습니다.
1. 기명피보험자 본인의 단말기가 아니거나 기명피보험자 본인의 안전운전점
수(이하 ‘점수’라 합니다)가 아닌 경우
71) 피보험자의 신체에 이상이 있는 점을 뒷받침 할 수 있는 의학적 소견이 있
는 경우에 한합니다.
2. 보험계약자 또는 기명피보험자가 특별약관의 무효, 해지, 취소, 철회 등으
로 할인받은 보험료를 회사에 돌려주지 않은 사실이 있는 경우
3. 회사와 안전운전프로그램 회사의 제휴계약이 종료되어 회사가 인정하는
점수가 없는 경우
〈용어정의〉
이 특별약관에서 ‘안전운전프로그램’이란 단말기 등에서 구현되는 안
전운전 관련 프로그램으로서 특별약관 가입시점에 회사가 인정하는
네비게이션 프로그램을 말합니다.
〈용어정의〉
이 특별약관에서 ‘안전운전점수’란 회사가 확인한 날을 기준으로 직전
6개월이내에 500km 이상 주행하여 산출된 점수에 한합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (보험계약자 또는 피보험자의 의무사항)","보험계약자(또는 피보험자)는 청약을 할 때 안전운전점수의 확인을 위해 회사가
정하는 방법에 따라 본인인증을 해야 하며, 그 외 특별약관의 가입 및 적용을
위해 요청하는 사항에 협조해야 합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (보험료의 할인 및 정산)","➀ 청약을 할 때 기명피보험자의 점수(확인일 이전 6개월 이내의 점수에 한함)
가 회사가 정한 기준 이상인 경우 회사에서 정한 바에 따라 보험료를 할인
해 드립니다.
➁ 보험계약자(또는 피보험자)가 다음 각 호중 하나에 해당하는 경우 할인을 받
지 못하는 등 점수측정 상의 불이익을 받을 수도 있습니다.
1. 타인이 기명피보험자의 단말기를 사용하여 안전운전프로그램을 작동한 상
태에서 운전하게 한 경우
2. 피보험자동차가 아닌 다른 차량 또는 다른 교통수단에서 안전운전프로그
램을 작동하여 점수 측정에 영향을 끼친 경우
➂ 회사는 ‘제4조(특별약관의 무효 및 해지)’에 해당하는 경우 해당 사실을 보험
계약자에게 통보한 후, 보험계약자가 고지한 은행 계좌 또는 신용카드에서
할인한 보험료를 지체 없이 정산합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (특별약관의 무효 및 해지)","➀ 회사가 확인한 점수가 기명피보험자 본인의 점수가 아닌 경우 이 특별약관
은 무효가 됩니다. 이 경우 보험계약자(또는 피보험자)는 이 특별약관에 의
해 할인받은 보험료를 회사에 반환하여야 합니다.
➁ 보험증권에 기재되어 있는 보험기간 동안에 계약변경으로 인하여 이 특별약
관 ‘제1조(가입대상) 제 ➀ 항’에 해당하지 않는 경우 변경일 24시부터 이 특별
약관은 해지됩니다. 이 경우 보험계약자 또는 피보험자는 해지 사유 발생일
로부터 이 특별약관에 의해 할인받은 보험료를 회사에 반환하여야 합니다.
➂ 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제 ➀ 항 및
제 ➁ 항에 따라 보험계약자(또는 피보험자)가 회사에 반환할 보험료를 피보험
자에게 지급할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (준용 규정)","이 특별약관에서 정하지 아니한 사항은 보통약관에 따릅니다 .
 Ⅷ-26. 후측방충돌방지장치 장착 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","① 이 특별약관은 피보험자동차 최초 출고시 후측방충돌방지장치( 1)를 장착한
법정승차정원 10인 이하의 승용자동차, 4종화물자동차에 한하여 가입할
수 있습니다.
② 보험회사(이하 ‘회사’라 합니다)는 이 특별약관의 보험시기부터 과거 3년 이
내에 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무), ‘제
3조(보험계약자 또는 피보험자의 의무사항)’에서 정한 의무를 위반하여 ‘제
4조(특별약관 계약의 무효)’ 또는 ‘제5조(특별약관 계약의 해지)’에 해당되
는 경우에는 이 특별약관의 가입을 제한할 수 있습니다.
〈용어정의〉
이 특별약관에서 ‘후측방충돌방지장치( 1)’란 피보험자동차가 후측방 차량
과 충돌 위험을 감지하여 운전자에게 경고하는 후측방 충돌 경고장치
(BSD ) 또는 후측방 차량과 충돌 위험이 감지되면 자동으로 차량을 제어
하여 충돌 회피를 도와주는 후측방 충돌 방지 보조장치(BCA )를 말합니
다. 단, 블랙박스 등 탈부착이 가능한 장치에 해당 기능이 포함된 경우나
최초 출고 이후 사후적으로 장착된 경우에는 이 특별약관의 후측방충돌방
지장치에 해당되지 않습니다.
 BSD : Blind Spot Detection BCA : Blind-Spot Collision-Avoidance
Assist"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (특별약관 계약 전 알릴의무)","보험계약자 또는 피보험자는 회사가 정하는 방식에 따라 후측방충돌방지장치가
피보험자동차에 장착되어 있음을 확인할 수 있는 사진 또는 자동차등록증, 차
량 구매영수증, 차량 옵션 장착여부를 확인할 수 있는 서류 등 회사가 요구하
는 사항을 회사에 지체 없이 알려야 합니다.
다만, 회사가 차량정보를 활용하여 해당 장치의 장착 여부를 확인할 수 있는
경우에는 사진 제출 등을 생략할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (보험계약자 또는 피보험자의 의무사항)","① 보험계약자 또는 피보험자는 피보험자동차에 장착된 후측방충돌방지장치를
정상적으로 작동시켜야 하며, 운전자에게 안전운전을 위한 경고효과를 충
분히 발생시킬 수 있도록 경고등, 신호음, 진동의 크기나 주기 등을 유지
해야 합니다.
② 피보험자동차를 소유, 사용, 관리하는 동안에 생긴 사고로 인해 회사에 보
험금을 청구할 경우 위 ‘①’의 사항 확인을 위해 회사가 요청하는 사항에
대해서 협조해야 합니다.
③ 보험계약자 또는 피보험자는 후측방충돌방지장치가 정상적으로 작동하지
않거나 피보험자동차에서 제거하는 경우 해당 사실을 회사에 알려야 합니
다. 이 경우 보험계약자 또는 피보험자는 그 사실을 안 날부터 후측방충돌
방지장치가 정상적으로 작동 될 때까지의 기간 동안 이 특별약관에 따라
할인 받은 보험료를 회사에 반환하여야 합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (특별약관 계약의 무효)","① 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무)’를 이행하지
아니하거나, 사실과 다르게 알린 경우 이 특별약관은 무효가 됩니다. 이
경우 보험계약자 또는 피보험자는 이 특별약관에 의해 할인받은 보험료를
회사에 반환하여야 합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지
급할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (특별약관 계약의 해지)","① 회사는 보험계약자 또는 피보험자가 이 특별약관 ‘제3조(보험계약자 및 피보
험자의 의무사항)’를 이행하지 않았을 경우 이 특별약관을 해지할 수 있습
니다. 이 경우 보험계약자 또는 피보험자는 ‘제3조(보험계약자 및 피보험자
의 의무사항)’를 이행하지 않은 날로부터 이 특별약관에 의해 할인받은 보
험료를 회사에 반환하여야 합니다. 다만, 피보험자동차를 소유, 사용, 관리
하는 동안에 생긴 사고로 인하여 후측방충돌방지장치가 파손 또는 훼손된
경우에는 제외합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지
급할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제6조 (준용규정)","이 특별약관에 정하지 아니한 사항은 보통약관에 따릅니다.
 Ⅷ-27. 어라운드 뷰 모니터 장착 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","① 이 특별약관은 피보험자동차에 어라운드 뷰 모니터( 1)를 장착한 경우로서
법정승차정원 10인 이하의 승용자동차, 4종화물(밴형)자동차에 한하여 가
입할 수 있습니다.
② 보험회사(이하 ‘회사’라 합니다)는 이 특별약관의 보험시기부터 과거 3년 이
내에 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무), ‘제
3조(보험계약자 또는 피보험자의 의무사항)’에서 정한 의무를 위반하여 ‘제
4조(특별약관 계약의 무효)’ 또는 ‘제5조(특별약관 계약의 해지)’에 해당되
는 경우에는 이 특별약관의 가입을 제한할 수 있습니다.
<용어정의 
이 특별약관에서 ‘어라운드 뷰 모니터( 1)’란 차량에 장착된 카메라로 촬영한
영상을 이용하여 차량 주변 360도 상황을 위에서 내려다보듯 차 안의 모니터
를 통해 운전자에게 제공하는 어라운드 뷰 모니터(AVM : Around View
Monitor)를 말합니다.('서라운드 뷰 모니터' 또는 다른 명칭을 사용하더라도 '
어라운드 뷰 모니터'와 같이 차량에 장착된 카메라를 이용하여 차량 주변
360도 상황을 위에서 내려다보듯 차 안의 모니터를 통해 운전자에게 제공하
는 장치를 포함합니다.) 단, 블랙박스 등 탈부착이 가능한 장치에 해당 기능
이 포함된 경우나 최초 출고 이후 사후적으로 장착된 경우에는 이 특별약관
의 어라운드 뷰 모니터에 해당되지 않습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (특별약관 계약 전 알릴의무)","보험계약자 또는 피보험자는 회사가 정하는 방식에 따라 어라운드 뷰 모니터가
피보험자동차에 장착되어 있음을 확인할 수 있는 사진 또는 자동차등록증, 차
량 구매영수증, 차량 옵션 장착여부를 확인할 수 있는 서류 등 회사가 요구하
는 사항을 회사에 지체 없이 알려야 합니다.
다만, 회사가 차량정보를 활용하여 해당 장치의 장착 여부를 확인할 수 있는
경우에는 사진 제출 등을 생략할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (보험계약자 또는 피보험자의 의무사항)","① 보험계약자 또는 피보험자는 피보험자동차에 장착된 어라운드 뷰 모니터를
정상적으로 작동시켜야 하며, 운전자에게 안전운전을 위한 경고효과를 충
분히 발생시킬 수 있도록 경고등, 신호음, 진동의 크기나 주기 등을 유지
해야 합니다.
② 피보험자동차를 소유, 사용, 관리하는 동안에 생긴 사고로 인해 회사에 보
험금을 청구할 경우 위 ‘①’의 사항 확인을 위해 회사가 요청하는 사항에
대해서 협조해야 합니다.
③ 보험계약자 또는 피보험자는 어라운드 뷰 모니터가 정상적으로 작동하지
않거나 피보험자동차에서 어라운드 뷰 모니터를 제거하는 경우 해당 사실
을 회사에 알려야 합니다. 이 경우 보험계약자 또는 피보험자는 그 사실을
안 날부터 어라운드 뷰 모니터가 정상적으로 작동 될 때까지의 기간 동안
이 특별약관에 따라 할인 받은 보험료를 회사에 반환하여야 합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (특별약관 계약의 무효)","① 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무)’를 이행하지
아니하거나, 사실과 다르게 알린 경우 이 특별약관은 무효가 됩니다. 이
경우 보험계약자 또는 피보험자는 이 특별약관에 의해 할인받은 보험료를
회사에 반환하여야 합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지
급할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (특별약관 계약의 해지)","① 회사는 보험계약자 또는 피보험자가 이 특별약관 ‘제3조(보험계약자 및 피보
험자의 의무사항)’를 이행하지 않았을 경우 이 특별약관을 해지할 수 있습
니다. 이 경우 보험계약자 또는 피보험자는 ‘제3조(보험계약자 및 피보험자
의 의무사항)’를 이행하지 않은 날로부터 이 특별약관에 의해 할인받은 보
험료를 회사에 반환하여야 합니다. 다만, 피보험자동차를 소유, 사용, 관리
하는 동안에 생긴 사고로 인하여 어라운드 뷰 모니터가 파손 또는 훼손된
경우에는 제외합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지
급할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제6조 (준용규정)","이 특별약관에 정하지 아니한 사항은 보통약관에 따릅니다.
 Ⅷ-28. 스마트 크루즈 컨트롤 장치 장착 특별약관"
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제1조 (가입대상)","① 이 특별약관은 피보험자동차 최초 출고시 스마트크루즈컨트롤( 1)장치를 장
착한 경우로서 4종화물(밴형)자동차 및 개인소유 3종승합자동차에 한하여 가
입할 수 있습니다.
② 보험회사(이하 ‘회사’라 합니다)는 이 특별약관의 보험시기부터 과거 3년 이
내에 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무), ‘제3
조(보험계약자 또는 피보험자의 의무사항)’에서 정한 의무를 위반하여 ‘제4조
(특별약관 계약의 무효)’ 또는 ‘제5조(특별약관 계약의 해지)’에 해당되는 경
우에는 이 특별약관의 가입을 제한할 수 있습니다.
<용어풀이 
이 특별약관에서 ‘스마트 크루즈 컨트롤(( 1)’이란 세팅된 일정 속도로 주행
속도가 유지되고 앞차와의 거리를 유지하여 앞차와의 거리와 속도에 따라 정
차와 출발이 제어되는 어댑티브 크루즈 컨트롤(ACC : Adaptive Cruise
Control, 적응형순항제어장치)를 말합니다. ('스마트 크루즈 컨트롤‘ 또는 다른
명칭을 사용하더라도 '스마트 크루즈 컨트롤'과 같이 세팅된 일정 속도로 주
행속도가 유지되고 앞차와의 거리를 유지하여 앞차와의 거리와 속도에 따라
정차와 출발이 제어되는 장치를 포함합니다.)
단, 블랙박스 등 탈부착이 가능한 장치에 해당 기능이 포함된 경우나 최초
출고 이후 사후적으로 장착된 경우에는 이 특별약관의 스마트 크루즈 컨트롤
에 해당되지 않습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제2조 (특별약관 계약 전 알릴의무)","보험계약자 또는 피보험자는 회사가 정하는 방식에 따라 스마트 크루즈 컨트롤
장치가 피보험자동차에 장착되어 있음을 확인할 수 있는 사진 또는 자동차등록
증, 차량 구매영수증, 차량 옵션 장착여부를 확인할 수 있는 서류 등 회사가 요
구하는 사항을 회사에 지체 없이 알려야 합니다. 다만, 회사가 차량정보를 활용
하여 해당 장치의 장착 여부를 확인할 수 있는 경우에는 사진 제출 등을 생략
할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제3조 (보험계약자 또는 피보험자의 의무사항)","① 보험계약자 또는 피보험자는 피보험자동차에 장착된 스마트크루즈컨트롤
장치를 정상적으로 작동시켜야 하며, 운전자에게 안전운전을 위한 경고효
과를 충분히 발생시킬 수 있도록 경고등, 신호음, 진동의 크기나 주기 등
을 유지해야 합니다.
② 피보험자동차를 소유, 사용, 관리하는 동안에 생긴 사고로 인해 회사에 보
험금을 청구할 경우 위 ‘①’의 사항 확인을 위해 회사가 요청하는 사항에
대해서 협조해야 합니다.
③ 보험계약자 또는 피보험자는 스마트크루즈컨트롤 장치가 정상적으로 작동
하지 않거나 피보험자동차에서 스마트크루즈컨트롤 장치를 제거하는 경우
해당 사실을 회사에 알려야 합니다. 이 경우 보험계약자 또는 피보험자는
그 사실을 안 날부터 스마트크루즈컨트롤 장치가 정상적으로 작동 될 때
까지의 기간 동안 이 특별약관에 따라 할인 받은 보험료를 회사에 반환하
여야 합니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제4조 (특별약관 계약의 무효)","① 보험계약자 또는 피보험자가 ‘제2조(특별약관 계약 전 알릴의무)’를 이행하지
아니하거나, 사실과 다르게 알린 경우 이 특별약관은 무효가 됩니다. 이 경
우 보험계약자 또는 피보험자는 이 특별약관에 의해 할인받은 보험료를 회
사에 반환하여야 합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지급
할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제5조 (특별약관 계약의 해지)","① 회사는 보험계약자 또는 피보험자가 이 특별약관 ‘제3조(보험계약자 및 피보
험자의 의무사항)’를 이행하지 않았을 경우 이 특별약관을 해지할 수 있습니
다. 이 경우 보험계약자 또는 피보험자는 ‘제3조(보험계약자 및 피보험자의
의무사항)’를 이행하지 않은 날로부터 이 특별약관에 의해 할인받은 보험료
를 회사에 반환하여야 합니다. 다만, 피보험자동차를 소유, 사용, 관리하는
동안에 생긴 사고로 인하여 스마트크루즈컨트롤 장치가 파손 또는 훼손된
경우에는 제외합니다.
② 피보험자동차의 사고로 회사가 보험금을 지급하는 경우 회사는 제①항에 따
라 보험계약자 또는 피보험자가 회사에 반환할 보험료를 피보험자에게 지급
할 보험금에서 공제하고 지급할 수 있습니다."
"KB","업무용자동차보험","특별약관 > 제4편 일반사항 > 제6조 (준용규정)","이 특별약관에 정하지 아니한 사항은 보통약관에 따릅니다.
 Ⅷ-29. 걸음 수 할인 특별약관"
